Time,NOAA 1,NOAA 2,NOAA 3,NOAA 4,NOAA 5,NOAA 6,NOAA 7,NOAA 8,NOAA 9,NOAA 10,NOAA 11,NOAA 12,NOAA 13,NOAA 14,NOAA 15,NOAA 16,NOAA 17,NOAA 18,NOAA 19,NOAA 20
2023-10-10 10:06:41.946527,"{'Longitude': 163.91035540299995, 'Latitude': 20.928674547053436, 'Altitude': 1447.98605995856}","{'Longitude': -15.022229061614027, 'Latitude': 76.37141017236813, 'Altitude': 1466.3978620067871}","{'Longitude': 117.90492392476489, 'Latitude': -51.75275030053137, 'Altitude': 1530.102610954932}","{'Longitude': -84.40958778516426, 'Latitude': -20.636268492311864, 'Altitude': 1456.1129915761073}","{'Longitude': -84.0408917534901, 'Latitude': 47.89080422363517, 'Altitude': 1530.1669359350994}","{'Longitude': 34.41307764559202, 'Latitude': 81.36428887175373, 'Altitude': 797.581449451351}","{'Longitude': 0.005046967705367625, 'Latitude': 55.98694317120459, 'Altitude': 839.4500874472484}","{'Longitude': 123.33000187494433, 'Latitude': -60.49992415245948, 'Altitude': 812.1477707661392}","{'Longitude': 66.37747120431746, 'Latitude': 73.75397071330981, 'Altitude': 859.832918085879}","{'Longitude': -99.09933255488339, 'Latitude': -60.97503767433986, 'Altitude': 823.4409477346478}","{'Longitude': 80.68598963680839, 'Latitude': 9.694636308232703, 'Altitude': 848.173800780506}","{'Longitude': 50.1804739904235, 'Latitude': 79.64765464834295, 'Altitude': 813.4031658543778}","{'Longitude': 80.60555666362147, 'Latitude': -30.437369823475045, 'Altitude': 859.4112441282603}","{'Longitude': -74.498464767426, 'Latitude': -55.81283142985325, 'Altitude': 872.8720031864942}","{'Longitude': 126.111684822072, 'Latitude': 57.99128252407372, 'Altitude': 811.6322590944536}","{'Longitude': 176.872519764577, 'Latitude': -64.45208618681913, 'Altitude': 869.0131097372331}","{'Longitude': 54.76157279174607, 'Latitude': 26.99627408389743, 'Altitude': 807.0469486833505}","{'Longitude': -175.78400010097013, 'Latitude': 15.98919986335745, 'Altitude': 842.895459509067}","{'Longitude': 128.47952893488127, 'Latitude': 73.3793158071431, 'Altitude': 870.7448810612244}","{'Longitude': 71.45249654660492, 'Latitude': -67.67779674159044, 'Altitude': 853.2119434475705}"
2023-10-10 10:05:41.946527,"{'Longitude': 164.8624507207891, 'Latitude': 17.849154527442685, 'Altitude': 1449.1104986516152}","{'Longitude': -1.9513057350671785, 'Latitude': 77.56237363691238, 'Altitude': 1466.6256679890744}","{'Longitude': 119.97442880491099, 'Latitude': -54.63930803871169, 'Altitude': 1531.2340776059275}","{'Longitude': -83.43243402681152, 'Latitude': -17.5674312042692, 'Altitude': 1455.4691521476304}","{'Longitude': -82.2617426084859, 'Latitude': 50.81489929782612, 'Altitude': 1530.6499180685382}","{'Longitude': 57.838380435839774, 'Latitude': 80.94757411382317, 'Altitude': 797.435708277573}","{'Longitude': 2.174409222644345, 'Latitude': 59.377010576963805, 'Altitude': 840.6421792338027}","{'Longitude': 126.05313911230225, 'Latitude': -63.86560592453616, 'Altitude': 812.7631296062906}","{'Longitude': 72.63654861732648, 'Latitude': 70.74586311222889, 'Altitude': 859.4886325323686}","{'Longitude': -96.81686854130696, 'Latitude': -57.58138866007326, 'Altitude': 822.7671972425807}","{'Longitude': 81.46762838047154, 'Latitude': 6.180712730126355, 'Altitude': 847.9981411456412}","{'Longitude': 63.825352478034766, 'Latitude': 77.28767367420211, 'Altitude': 812.6004419472932}","{'Longitude': 81.58771341395337, 'Latitude': -33.91900982610972, 'Altitude': 861.2681163477778}","{'Longitude': -72.75419891306419, 'Latitude': -52.409330874505486, 'Altitude': 871.7668913079168}","{'Longitude': 128.08520428015237, 'Latitude': 54.558503779344626, 'Altitude': 810.4334847501708}","{'Longitude': -179.69181447719706, 'Latitude': -67.72062829204228, 'Altitude': 869.5938053392356}","{'Longitude': 55.67257423863055, 'Latitude': 23.46469385753186, 'Altitude': 806.1433967504084}","{'Longitude': -174.95069901237005, 'Latitude': 12.475357333958092, 'Altitude': 843.253664679993}","{'Longitude': 134.47227993785785, 'Latitude': 70.35335933362727, 'Altitude': 870.0433268770613}","{'Longitude': 75.96976395019662, 'Latitude': -70.86212405400869, 'Altitude': 854.0561607795586}"
2023-10-10 10:04:41.946527,"{'Longitude': 165.79056228054355, 'Latitude': 14.767506990704158, 'Altitude': 1450.3298589271399}","{'Longitude': 12.923112517461082, 'Latitude': 78.04912587705824, 'Altitude': 1466.7631211031664}","{'Longitude': 122.31927487041095, 'Latitude': -57.492785092320084, 'Altitude': 1532.2922487977294}","{'Longitude': -82.47931724345413, 'Latitude': -14.494935440678843, 'Altitude': 1454.9116986237273}","{'Longitude': -80.27983068303035, 'Latitude': 53.715069170940396, 'Altitude': 1531.1036670657757}","{'Longitude': 76.6460638492537, 'Latitude': 79.29863441736913, 'Altitude': 797.1558420236719}","{'Longitude': 4.766304324382151, 'Latitude': 62.73032106622071, 'Altitude': 841.8011164495101}","{'Longitude': 129.44173728870913, 'Latitude': -67.1760281515749, 'Altitude': 813.2879790650684}","{'Longitude': 77.2944898244736, 'Latitude': 67.59231365894597, 'Altitude': 859.0215874467119}","{'Longitude': -94.88185051683168, 'Latitude': -54.158668702908564, 'Altitude': 821.9924967984366}","{'Longitude': 82.24230894058054, 'Latitude': 2.665823338224497, 'Altitude': 847.9407675039283}","{'Longitude': 73.02411323045494, 'Latitude': 74.4708689824533, 'Altitude': 811.7143124955527}","{'Longitude': 82.6315231585832, 'Latitude': -37.392744740867, 'Altitude': 863.1599544184168}","{'Longitude': -71.223827877539, 'Latitude': -48.987197270713345, 'Altitude': 870.5754571155161}","{'Longitude': 129.79108609806732, 'Latitude': 51.102455588740455, 'Altitude': 809.2176861047539}","{'Longitude': -175.24217028578076, 'Latitude': -70.90575380485734, 'Altitude': 870.0597796815383}","{'Longitude': 56.54941407458413, 'Latitude': 19.928488273636972, 'Altitude': 805.3605280822726}","{'Longitude': -174.13300112253975, 'Latitude': 8.960073044709508, 'Altitude': 843.7722570387056}","{'Longitude': 138.95827705192474, 'Latitude': 67.1911853264625, 'Altitude': 869.2266628571167}","{'Longitude': 82.06979879078477, 'Latitude': -73.9097002456066, 'Altitude': 854.757489187904}"
2023-10-10 10:03:41.946527,"{'Longitude': 166.69959269056764, 'Latitude': 11.684407558865766, 'Altitude': 1451.645239701847}","{'Longitude': 28.019701213499186, 'Latitude': 77.74759799687155, 'Altitude': 1466.8092374280643}","{'Longitude': 125.0153393392361, 'Latitude': -60.30416237507356, 'Altitude': 1533.2666279837094}","{'Longitude': -81.5452507237392, 'Latitude': -11.419481183822201, 'Altitude': 1454.4470733057512}","{'Longitude': -78.0434956155884, 'Latitude': 56.585373540073256, 'Altitude': 1531.5189316564104}","{'Longitude': 89.63646674442077, 'Latitude': 76.87341003904045, 'Altitude': 796.7449916986666}","{'Longitude': 7.951530126584507, 'Latitude': 66.0325557667836, 'Altitude': 842.912088763944}","{'Longitude': 133.81358498035652, 'Latitude': -70.40421353881243, 'Altitude': 813.7110797369905}","{'Longitude': 80.90200343195745, 'Latitude': 64.34621886599514, 'Altitude': 858.4411378645283}","{'Longitude': -93.20435855820321, 'Latitude': -50.713825132179394, 'Altitude': 821.131503763879}","{'Longitude': 83.01401792110498, 'Latitude': -0.8494288841346642, 'Altitude': 848.0038822904731}","{'Longitude': 79.43849096484068, 'Latitude': 71.40273655881663, 'Altitude': 810.7530947812048}","{'Longitude': 83.75164411156481, 'Latitude': -40.85738499952061, 'Altitude': 865.067577190606}","{'Longitude': -69.85766907147764, 'Latitude': -45.55009346851951, 'Altitude': 869.3142786197104}","{'Longitude': 131.2946820490164, 'Latitude': 47.62818068450188, 'Altitude': 808.0019199867676}","{'Longitude': -169.22773393100266, 'Latitude': -73.95880639659725, 'Altitude': 870.4016900548675}","{'Longitude': 57.39905814296169, 'Latitude': 16.388459630774438, 'Altitude': 804.7104979587172}","{'Longitude': -173.32621336730926, 'Latitude': 5.444052258333477, 'Altitude': 844.4539120847272}","{'Longitude': 142.45086644452206, 'Latitude': 63.94152851487818, 'Altitude': 868.3056448928855}","{'Longitude': 90.68564929564225, 'Latitude': -76.72740250728988, 'Altitude': 855.3069310677195}"
2023-10-10 10:02:41.946527,"{'Longitude': 167.59396636265797, 'Latitude': 8.600489265488761, 'Altitude': 1453.0566041330676}","{'Longitude': 41.61626829554249, 'Latitude': 76.71132953279304, 'Altitude': 1466.7642406223047}","{'Longitude': 128.16577899566033, 'Latitude': -63.060811331709246, 'Altitude': 1534.1474099310988}","{'Longitude': -80.62571569052676, 'Latitude': -8.341729446725065, 'Altitude': 1454.0806036947638}","{'Longitude': -75.48376353580339, 'Latitude': 59.417728369943056, 'Altitude': 1531.8869012955342}","{'Longitude': 98.4438138028878, 'Latitude': 74.02086961291805, 'Altitude': 796.2083720686664}","{'Longitude': 11.998119472710101, 'Latitude': 69.26053657344694, 'Altitude': 843.9614601581569}","{'Longitude': 139.69628453098542, 'Latitude': -73.50290746492884, 'Altitude': 814.0227665681579}","{'Longitude': 83.79582938392954, 'Latitude': 61.037982473730544, 'Altitude': 857.7582246316666}","{'Longitude': -91.72214842419565, 'Latitude': -47.251598706075804, 'Altitude': 820.1997728433555}","{'Longitude': 83.78665330917067, 'Latitude': -4.364444123400778, 'Altitude': 848.1876478121276}","{'Longitude': 84.12841815459645, 'Latitude': 68.18814021082329, 'Altitude': 809.7268429474765}","{'Longitude': 84.96684139636073, 'Latitude': -44.31146637176246, 'Altitude': 866.9714175171321}","{'Longitude': -68.6197264833813, 'Latitude': -42.100660520559046, 'Altitude': 868.0004790238007}","{'Longitude': 132.64238291908026, 'Latitude': 44.139249207809186, 'Altitude': 806.8036634880535}","{'Longitude': -160.71421631236737, 'Latitude': -76.78901374801148, 'Altitude': 870.611916430045}","{'Longitude': 58.22749666174872, 'Latitude': 12.845362848575375, 'Altitude': 804.2037042304323}","{'Longitude': -172.52597946324946, 'Latitude': 1.9279826016330652, 'Altitude': 845.2991571591889}","{'Longitude': 145.2650662798998, 'Latitude': 60.63261547158766, 'Altitude': 867.2925618021181}","{'Longitude': 103.28600484994564, 'Latitude': -79.13625244669925, 'Altitude': 855.6974263654928}"
2023-10-10 10:01:41.946527,"{'Longitude': 168.4777526320611, 'Latitude': 5.516353020590327, 'Altitude': 1454.5627340850624}","{'Longitude': 52.84498745250771, 'Latitude': 75.09262356101684, 'Altitude': 1466.6295569985734}","{'Longitude': 131.91254677250163, 'Latitude': -65.74464982473317, 'Altitude': 1534.9255864426766}","{'Longitude': -79.71653856997781, 'Latitude': -5.262313327530503, 'Altitude': 1453.8164366068966}","{'Longitude': -72.50713019851884, 'Latitude': 62.200888705420006, 'Altitude': 1532.1993183422687}","{'Longitude': 104.6330043731799, 'Latitude': 70.93105697257097, 'Altitude': 795.5531995483658}","{'Longitude': 17.34177397829796, 'Latitude': 72.37477178034922, 'Altitude': 844.9369577866706}","{'Longitude': 147.982399426593, 'Latitude': -76.3845128274506, 'Altitude': 814.215104132177}","{'Longitude': 86.1879516665576, 'Latitude': 57.685994946684694, 'Altitude': 856.985207077751}","{'Longitude': -90.39084743712591, 'Latitude': -43.775341258271844, 'Altitude': 819.2135130907018}","{'Longitude': 84.56414043451187, 'Latitude': -7.8786221775567755, 'Altitude': 848.4901794933267}","{'Longitude': 87.71464392365435, 'Latitude': 64.88233452949657, 'Altitude': 808.64721788872}","{'Longitude': 86.30162715232981, 'Latitude': -47.75312170583509, 'Altitude': 868.8517854130122}","{'Longitude': -67.48327090886643, 'Latitude': -38.640867447449914, 'Altitude': 866.6514791318525}","{'Longitude': 133.86801259237845, 'Latitude': 40.638281367603, 'Altitude': 805.6405495322178}","{'Longitude': -148.20659030326723, 'Latitude': -79.22043986944632, 'Altitude': 870.6846802756407}","{'Longitude': 59.04000030562946, 'Latitude': 9.299920993629087, 'Altitude': 803.8486165561138}","{'Longitude': -171.72814156527423, 'Latitude': -1.5874602668555053, 'Altitude': 846.3063219880194}","{'Longitude': 147.60017504913301, 'Latitude': 57.28164400545763, 'Altitude': 866.2010632966076}","{'Longitude': 121.43960911086349, 'Latitude': -80.81011348829152, 'Altitude': 855.9239487374324}"
2023-10-10 10:00:41.946527,"{'Longitude': 169.35477064390068, 'Latitude': 2.4325760574742623, 'Altitude': 1456.161199628151}","{'Longitude': 61.73573681007961, 'Latitude': 73.0573687946822, 'Altitude': 1466.4077965443498}","{'Longitude': 136.4521816966044, 'Latitude': -68.32921403199683, 'Altitude': 1535.5930435025518}","{'Longitude': -78.81378561984549, 'Latitude': -2.181847016613103, 'Altitude': 1453.657486942575}","{'Longitude': -68.98509825225334, 'Latitude': 64.91885355366364, 'Altitude': 1532.448583539796}","{'Longitude': 109.19030520285648, 'Latitude': 67.70156761129513, 'Altitude': 794.7885901284171}","{'Longitude': 24.7074952258015, 'Latitude': 75.30423850935708, 'Altitude': 845.8278379677841}","{'Longitude': 160.10830571328026, 'Latitude': -78.88000596918415, 'Altitude': 814.282015837197}","{'Longitude': 88.21653816802892, 'Latitude': 54.30191329316452, 'Altitude': 856.1356746398296}","{'Longitude': -89.17798154727528, 'Latitude': -40.28750436049634, 'Altitude': 818.1893350309214}","{'Longitude': 85.35054963117618, 'Latitude': -11.391358741145753, 'Altitude': 848.9075727655738}","{'Longitude': 90.56495353471402, 'Latitude': 61.51617979996244, 'Altitude': 807.527330059248}","{'Longitude': 87.7887191362038, 'Latitude': -51.17988610958673, 'Altitude': 870.6891313175648}","{'Longitude': -66.4280056291235, 'Latitude': -35.17223264821865, 'Altitude': 865.2847452338734}","{'Longitude': 134.99683381629453, 'Latitude': 37.12726978690414, 'Altitude': 804.5300963002038}","{'Longitude': -130.03759279943904, 'Latitude': -80.92741713156848, 'Altitude': 870.6161372742196}","{'Longitude': 59.84132284312604, 'Latitude': 5.752836176981702, 'Altitude': 803.6516354264179}","{'Longitude': -170.9286146339013, 'Latitude': -5.101608100517191, 'Altitude': 847.4715237900157}","{'Longitude': 149.5867460194997, 'Latitude': 53.89958740551933, 'Altitude': 865.045967167244}","{'Longitude': 144.2478581977437, 'Latitude': -81.3138939358974, 'Altitude': 855.9835738516063}"
2023-10-10 09:59:41.946527,"{'Longitude': 170.22868183133232, 'Latitude': -0.6502809859769619, 'Altitude': 1457.8483440662196}","{'Longitude': 68.71500859795782, 'Latitude': 70.73684661135684, 'Altitude': 1466.1027200812482}","{'Longitude': 142.05480563934015, 'Latitude': -70.77503510577394, 'Altitude': 1536.1426489099847}","{'Longitude': -77.91366921993048, 'Latitude': 0.8990665792510356, 'Altitude': 1453.6054018419632}","{'Longitude': -64.73944148779378, 'Latitude': 67.54832925904775, 'Altitude': 1532.6278536573109}","{'Longitude': 112.6956250162599, 'Latitude': 64.38433794035082, 'Altitude': 793.9254285277996}","{'Longitude': 35.27394083096871, 'Latitude': 77.9153733486034, 'Altitude': 846.6250272887439}","{'Longitude': 177.75241742559066, 'Latitude': -80.67491644476192, 'Altitude': 814.2193854251472}","{'Longitude': 89.97475388139159, 'Latitude': 50.89344096490795, 'Altitude': 855.2242398671659}","{'Longitude': -88.05921462308248, 'Latitude': -36.789942425454406, 'Altitude': 817.1439915668028}","{'Longitude': 86.15022310906649, 'Latitude': -14.902040875326463, 'Altitude': 849.4339631008247}","{'Longitude': 92.90532601746736, 'Latitude': 58.107950855828584, 'Altitude': 806.3815571028731}","{'Longitude': 89.47282866077816, 'Latitude': -54.58839288423364, 'Altitude': 872.4643056150927}","{'Longitude': -65.43819602105842, 'Latitude': -31.69596819882695, 'Altitude': 863.917536146215}","{'Longitude': 136.04813588920865, 'Latitude': 33.6077848690409, 'Altitude': 803.4894347018931}","{'Longitude': -106.97720925090464, 'Latitude': -81.46405121765775, 'Altitude': 870.4044428101928}","{'Longitude': 60.635867524942114, 'Latitude': 2.2047972626764083, 'Altitude': 803.6169836623693}","{'Longitude': -170.12326541562646, 'Latitude': -8.61379587772391, 'Altitude': 848.788687298524}","{'Longitude': 151.31321969017606, 'Latitude': 50.493741583218196, 'Altitude': 863.8430481116003}","{'Longitude': 166.1945734599931, 'Latitude': -80.46055767659102, 'Altitude': 855.8755190902704}"
2023-10-10 09:58:41.946527,"{'Longitude': 171.10307473758468, 'Latitude': -3.7316678139287367, 'Altitude': 1459.6192847643047}","{'Longitude': 74.247214765244, 'Latitude': 68.22171162931082, 'Altitude': 1465.7191928904817}","{'Longitude': 149.07803007501576, 'Latitude': -73.02264204765356, 'Altitude': 1536.5683295731055}","{'Longitude': -77.01246111637586, 'Latitude': 3.9798290387969772, 'Altitude': 1453.6605407418688}","{'Longitude': -59.523186276902436, 'Latitude': 70.05468666997223, 'Altitude': 1532.7311302546916}","{'Longitude': 115.49501292379762, 'Latitude': 61.008639625949414, 'Altitude': 792.9762101361603}","{'Longitude': 50.62172481395998, 'Latitude': 79.95828177580083, 'Altitude': 847.3212371822855}","{'Longitude': -159.52882082155293, 'Latitude': -81.32341230943017, 'Altitude': 814.0251294812304}","{'Longitude': 91.52740950778178, 'Latitude': 47.465862816679035, 'Altitude': 854.2663155488253}","{'Longitude': -87.01590811893283, 'Latitude': -33.28410681799418, 'Altitude': 816.0941165436667}","{'Longitude': 86.96791951820148, 'Latitude': -18.410040928842513, 'Altitude': 850.0616180704702}","{'Longitude': 94.88031315984948, 'Latitude': 54.66905388796362, 'Altitude': 805.2253386051401}","{'Longitude': 91.41667420529583, 'Latitude': -57.97388351621324, 'Altitude': 874.1588107625881}","{'Longitude': -64.50140255291083, 'Latitude': -28.213076212780688, 'Altitude': 862.5666532129445}","{'Longitude': 137.03695372655287, 'Latitude': 30.08110926573304, 'Altitude': 802.5350382555432}","{'Longitude': -84.6785190423347, 'Latitude': -80.62700568598098, 'Altitude': 870.0497894215632}","{'Longitude': 61.42782995074483, 'Latitude': -1.3435145195513216, 'Altitude': 803.7466324817799}","{'Longitude': -169.30778846695904, 'Latitude': -12.123357284853427, 'Altitude': 850.249599377909}","{'Longitude': 152.8413779191867, 'Latitude': 47.06914098790851, 'Altitude': 862.6088109479513}","{'Longitude': -177.21970684608755, 'Latitude': -78.54934857952007, 'Altitude': 855.6011542248759}"
2023-10-10 09:57:41.946527,"{'Longitude': 171.9815463217557, 'Latitude': -6.811038576988426, 'Altitude': 1461.4679298184994}","{'Longitude': 78.71014825618896, 'Latitude': 65.57163558210053, 'Altitude': 1465.2631252659871}","{'Longitude': 157.9462957010633, 'Latitude': -74.98332416988349, 'Altitude': 1536.8651377439323}","{'Longitude': -76.10640845397175, 'Latitude': 7.0598399609586036, 'Altitude': 1453.8219716213957}","{'Longitude': -53.00210137533863, 'Latitude': 72.38567700203569, 'Altitude': 1532.7533386368834}","{'Longitude': 117.80260954792037, 'Latitude': 57.59193378749983, 'Altitude': 791.9548576898529}","{'Longitude': 71.3543882691571, 'Latitude': 81.03701106244465, 'Altitude': 847.9110506994879}","{'Longitude': -137.03131062381976, 'Latitude': -80.58545823794627, 'Altitude': 813.6992400273294}","{'Longitude': 92.92087747604334, 'Latitude': 44.02293161195278, 'Altitude': 853.2778790011162}","{'Longitude': -86.0334933009287, 'Latitude': -29.77117357568924, 'Altitude': 815.055964997862}","{'Longitude': 87.80898669329008, 'Latitude': -21.914708029000618, 'Altitude': 850.7810597242417}","{'Longitude': 96.58595724973712, 'Latitude': 51.20694564604012, 'Altitude': 804.0749506642469}","{'Longitude': 93.71084565877193, 'Latitude': -61.329388154415774, 'Altitude': 875.7550426102222}","{'Longitude': -63.60760145077698, 'Latitude': -24.724414470095844, 'Altitude': 861.2481971426696}","{'Longitude': 137.97523964416402, 'Latitude': 26.54832791971115, 'Altitude': 801.6824598360823}","{'Longitude': -67.87871003632797, 'Latitude': -78.71753045102537, 'Altitude': 869.5544157252134}","{'Longitude': 62.22132742476743, 'Latitude': -4.891421175811502, 'Altitude': 804.0402635746352}","{'Longitude': -168.47757132512385, 'Latitude': -15.629619145018184, 'Altitude': 851.8439972599118}","{'Longitude': 154.21559153594072, 'Latitude': 43.62938135856208, 'Altitude': 861.3602512629018}","{'Longitude': -165.85294645225358, 'Latitude': -76.00669125140051, 'Altitude': 855.163982948545}"
2023-10-10 09:56:41.946527,"{'Longitude': 172.8677836085213, 'Latitude': -9.887845894958497, 'Altitude': 1463.3870103826607}","{'Longitude': 82.38284754176806, 'Latitude': 62.825693305392434, 'Altitude': 1464.7414005904195}","{'Longitude': 169.02281071269474, 'Latitude': -76.53165853717131, 'Altitude': 1537.029305586993}","{'Longitude': -75.19164864614547, 'Latitude': 10.138490362685042, 'Altitude': 1454.087483489807}","{'Longitude': -44.75718472575807, 'Latitude': 74.46251964988826, 'Altitude': 1532.6903961756275}","{'Longitude': 119.75626384684334, 'Latitude': 54.14517859037364, 'Altitude': 790.8765150039045}","{'Longitude': 94.05161485664075, 'Latitude': 80.8065853426035, 'Altitude': 848.3909805680566}","{'Longitude': -119.78594326610214, 'Latitude': -78.7297603098596, 'Altitude': 813.2437966283321}","{'Longitude': 94.18918907884978, 'Latitude': 40.567401175924935, 'Altitude': 852.2752268234012}","{'Longitude': -85.10035756422721, 'Latitude': -26.25212934604013, 'Altitude': 814.045159204757}","{'Longitude': 88.6795763922613, 'Latitude': -25.41535601110894, 'Altitude': 851.581215041959}","{'Longitude': 98.0882860030437, 'Latitude': 47.726707374031264, 'Altitude': 802.9472633589395}","{'Longitude': 96.49055974157864, 'Latitude': -64.64429540420494, 'Altitude': 877.2365177725352}","{'Longitude': -62.748560226707774, 'Latitude': -21.23074179580334, 'Altitude': 859.9773355565263}","{'Longitude': 138.87268153858957, 'Latitude': 23.01038942564863, 'Altitude': 800.946079770013}","{'Longitude': -56.4334551718214, 'Latitude': -76.17232635379966, 'Altitude': 868.9225866432334}","{'Longitude': 63.02052330408434, 'Latitude': -8.43824399700466, 'Altitude': 804.495267934737}","{'Longitude': -167.6275397477946, 'Latitude': -19.131893979931203, 'Altitude': 853.559688799949}","{'Longitude': 155.46853235952366, 'Latitude': 40.177117207939396, 'Altitude': 860.1146068192731}","{'Longitude': -158.0279624301666, 'Latitude': -73.11478866600382, 'Altitude': 854.5695954638301}"
2023-10-10 09:55:41.946527,"{'Longitude': 173.76564953958177, 'Latitude': -12.961534357063123, 'Altitude': 1465.3681282439586}","{'Longitude': 85.46523502030577, 'Latitude': 60.00983289862013, 'Altitude': 1464.1617916619866}","{'Longitude': -177.7196127154985, 'Latitude': -77.51363679318098, 'Altitude': 1537.058287584614}","{'Longitude': -74.26411906715738, 'Latitude': 13.215155460933202, 'Altitude': 1454.4536149349383}","{'Longitude': -34.36669473689651, 'Latitude': 76.17051598051994, 'Altitude': 1532.5392692900016}","{'Longitude': 121.44806744948922, 'Latitude': 50.67556515725093, 'Altitude': 789.7573204568134}","{'Longitude': 113.08101675704452, 'Latitude': 79.35207420871514, 'Altitude': 848.7594979842712}","{'Longitude': -107.97055739141813, 'Latitude': -76.19943846768088, 'Altitude': 812.6629477945722}","{'Longitude': 95.35790006436386, 'Latitude': 37.101358694412205, 'Altitude': 851.2747236705651}","{'Longitude': -84.2070641544144, 'Latitude': -22.72783024513543, 'Altitude': 813.0764446623062}","{'Longitude': 89.58692007630172, 'Latitude': -28.911246255272353, 'Altitude': 852.4495917291761}","{'Longitude': 99.43409000024901, 'Latitude': 44.23193680235573, 'Altitude': 801.8594845528115}","{'Longitude': 99.96513942455304, 'Latitude': -67.90173365331216, 'Altitude': 878.5880842057245}","{'Longitude': -61.917384111680626, 'Latitude': -17.732749768286833, 'Altitude': 858.7680850500186}","{'Longitude': 139.73728750377438, 'Latitude': 19.468148377003196, 'Altitude': 800.3388696799361}","{'Longitude': -48.59435520241709, 'Latitude': -73.27842302726815, 'Altitude': 868.1605450765434}","{'Longitude': 63.829754267797405, 'Latitude': -11.983299332298586, 'Altitude': 805.1067814800598}","{'Longitude': -166.75197173676312, 'Latitude': -22.629469715227174, 'Altitude': 855.3827025742789}","{'Longitude': 156.62480999193485, 'Latitude': 36.714373347894366, 'Altitude': 858.8891032973426}","{'Longitude': -152.42197734199652, 'Latitude': -70.02395913819046, 'Altitude': 853.8255926362723}"
2023-10-10 09:54:41.946527,"{'Longitude': 174.6792772475882, 'Latitude': -16.03153302447006, 'Altitude': 1467.4018180269914}","{'Longitude': 88.10012866673593, 'Latitude': 57.141662825310725, 'Altitude': 1463.5328661306114}","{'Longitude': -163.1161940985139, 'Latitude': -77.7919825137706, 'Altitude': 1536.9507903933677}","{'Longitude': -73.31945710910237, 'Latitude': 16.289186312635703, 'Altitude': 1454.9156983194116}","{'Longitude': -21.671431128555284, 'Latitude': 77.35942626326612, 'Altitude': 1532.2980184934763}","{'Longitude': 122.94163186463923, 'Latitude': 47.188004915478196, 'Altitude': 788.6141632889144}","{'Longitude': 126.63065187783138, 'Latitude': 77.08054610609152, 'Altitude': 849.0170319413077}","{'Longitude': -99.88216221039389, 'Latitude': -73.29756312395432, 'Altitude': 811.9628618200245}","{'Longitude': 96.4466124092122, 'Latitude': 33.62643835573887, 'Altitude': 850.2925487887379}","{'Longitude': -83.34579279132745, 'Latitude': -19.199042706405834, 'Altitude': 812.1634600877255}","{'Longitude': 90.53969303480763, 'Latitude': -32.40156326716212, 'Altitude': 853.372476216111}","{'Longitude': 100.65743478804204, 'Latitude': 40.72527642235859, 'Altitude': 800.828893804841}","{'Longitude': 104.4714320372373, 'Latitude': -71.07351886546913, 'Altitude': 879.7961124597773}","{'Longitude': -61.108178912945895, 'Latitude': -14.231085011633668, 'Altitude': 857.6331114199166}","{'Longitude': 140.5758133164119, 'Latitude': 15.922394818813501, 'Altitude': 799.8721763102523}","{'Longitude': -42.99861522623709, 'Latitude': -70.18717415864691, 'Altitude': 867.2764354934985}","{'Longitude': 64.6536687840767, 'Latitude': -15.525893338466027, 'Altitude': 805.8677567789122}","{'Longitude': -165.8442653544289, 'Latitude': -26.121595250221038, 'Altitude': 857.2974651233844}","{'Longitude': 157.70335358268034, 'Latitude': 33.24274598182539, 'Altitude': 857.7006981466799}","{'Longitude': -148.2216583981063, 'Latitude': -66.81277329141325, 'Altitude': 852.9414825415843}"
